fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
2021-01-18,867,680,0,187,0,0
2021-01-19,789,622,0,167,0,0
2021-01-20,790,629,0,159,1,1
2021-01-21,862,718,0,144,0,0
2021-01-22,840,681,0,159,0,0
2021-01-23,768,612,0,156,0,0
2021-01-24,608,479,0,129,0,0
2021-01-25,722,574,0,148,0,0
2021-01-26,661,529,0,131,0,1
2021-01-27,634,503,0,130,1,0
2021-01-28,595,484,0,111,0,0
2021-01-29,581,471,0,110,0,0
2021-01-30,525,407,0,117,0,1
2021-01-31,401,312,0,86,0,3
2021-02-01,512,398,0,114,0,0
2021-02-02,430,358,0,72,0,0
2021-02-03,437,372,0,64,1,0
2021-02-04,359,316,0,43,0,0
2021-02-05,315,271,0,44,0,0
2021-02-06,306,270,0,36,0,0
2021-02-07,222,186,0,36,0,0
2021-02-08,308,243,0,65,0,0
2021-02-09,262,222,0,40,0,0
2021-02-10,284,251,0,33,0,0
2021-02-11,227,197,0,30,0,0
2021-02-12,188,144,0,44,0,0
2021-02-13,195,168,0,27,0,0
2021-02-14,155,130,0,25,0,0
2021-02-15,172,142,0,30,0,0
2021-02-16,157,136,0,21,0,0
2021-02-17,156,130,0,26,0,0
2021-02-18,143,126,0,17,0,0
2021-02-19,122,108,0,14,0,0
2021-02-20,132,109,0,23,0,0
2021-02-21,113,97,0,16,0,0
2021-02-22,132,109,0,23,0,0
2021-02-23,105,95,0,10,0,0
2021-02-24,109,96,0,13,0,0
2021-02-25,107,95,0,12,0,0
2021-02-26,105,90,0,14,0,1
2021-02-27,81,72,0,9,0,0
2021-02-28,52,40,0,12,0,0
2021-03-01,80,71,0,9,0,0
2021-03-02,85,70,0,15,0,0
2021-03-03,99,87,0,12,0,0
2021-03-04,88,75,0,13,0,0
2021-03-05,93,84,0,9,0,0
2021-03-06,71,65,0,6,0,0
2021-03-07,57,48,0,9,0,0
2021-03-08,92,79,0,13,0,0
2021-03-09,70,60,0,10,0,0
2021-03-10,86,75,0,11,0,0
2021-03-11,80,67,0,13,0,0
2021-03-12,80,59,0,21,0,0
2021-03-13,71,64,0,7,0,0
2021-03-14,67,57,0,10,0,0
2021-03-15,89,75,0,14,0,0
2021-03-16,75,65,0,10,0,0
2021-03-17,86,75,0,11,0,0
2021-03-18,60,53,0,7,0,0
2021-03-19,70,63,0,7,0,0
2021-03-20,47,35,0,12,0,0
2021-03-21,38,33,0,5,0,0
2021-03-22,79,72,0,7,0,0
2021-03-23,77,69,0,8,0,0
2021-03-24,55,48,0,7,0,0
2021-03-25,56,51,0,5,0,0
2021-03-26,45,38,0,7,0,0
2021-03-27,67,61,0,6,0,0
2021-03-28,49,37,0,12,0,0
2021-03-29,60,52,0,8,0,0
2021-03-30,56,49,0,7,0,0
2021-03-31,78,70,0,8,0,0
2021-04-01,63,57,0,6,0,0
2021-04-02,48,40,0,8,0,0
2021-04-03,48,45,0,3,0,0
2021-04-04,54,46,0,8,0,0
2021-04-05,82,66,0,16,0,0
2021-04-06,57,43,0,14,0,0
2021-04-07,70,61,0,9,0,0
2021-04-08,71,63,0,8,0,0
2021-04-09,88,79,0,9,0,0
2021-04-10,79,71,0,8,0,0
2021-04-11,55,42,0,13,0,0
2021-04-12,76,67,0,9,0,0
2021-04-13,73,70,0,3,0,0
2021-04-14,84,75,0,9,0,0
2021-04-15,76,68,0,8,0,0
2021-04-16,67,57,0,10,0,0
2021-04-17,67,62,0,5,0,0
2021-04-18,50,38,0,12,0,0
2021-04-19,57,49,0,8,0,0
2021-04-20,83,72,0,11,0,0
2021-04-21,73,62,0,11,0,0
2021-04-22,68,61,0,7,0,0
2021-04-23,75,66,0,9,0,0
2021-04-24,54,44,0,10,0,0
2021-04-25,57,45,0,12,0,0
2021-04-26,71,60,0,11,0,0
2021-04-27,59,50,0,9,0,0
2021-04-28,71,64,0,7,0,0
2021-04-29,69,60,0,9,0,0
2021-04-30,55,44,0,11,0,0
2021-05-01,55,51,0,4,0,0
2021-05-02,52,47,0,5,0,0
2021-05-03,64,57,0,7,0,0
2021-05-04,82,68,0,14,0,0
2021-05-05,83,73,0,10,0,0
2021-05-06,65,59,0,6,0,0
2021-05-07,65,60,0,5,0,0
2021-05-08,72,60,0,12,0,0
2021-05-09,72,65,0,7,0,0
2021-05-10,69,64,0,5,0,0
2021-05-11,57,53,0,4,0,0
2021-05-12,68,61,0,7,0,0
2021-05-13,53,47,0,6,0,0
2021-05-14,73,61,0,12,0,0
2021-05-15,41,32,0,9,0,0
2021-05-16,57,52,0,5,0,0
2021-05-17,51,40,0,11,0,0
2021-05-18,66,58,0,8,0,0
2021-05-19,47,44,0,3,0,0
2021-05-20,65,57,0,8,0,0
2021-05-21,72,58,0,14,0,0
2021-05-22,64,51,0,13,0,0
2021-05-23,37,31,0,6,0,0
2021-05-24,46,38,0,8,0,0
2021-05-25,50,42,0,8,0,0
2021-05-26,43,37,0,6,0,0
2021-05-27,42,37,0,5,0,0
2021-05-28,26,17,0,9,0,0
2021-05-29,38,36,0,2,0,0
2021-05-30,27,22,0,5,0,0
2021-05-31,41,34,0,7,0,0
2021-06-01,44,38,0,6,0,0
2021-06-02,37,33,0,4,0,0
2021-06-03,37,34,0,3,0,0
2021-06-04,32,25,0,7,0,0
2021-06-05,34,27,0,7,0,0
2021-06-06,39,29,0,10,0,0
2021-06-07,38,32,0,6,0,0
2021-06-08,41,35,0,6,0,0
2021-06-09,35,30,0,5,0,0
2021-06-10,51,45,0,6,0,0
2021-06-11,29,25,0,4,0,0
2021-06-12,45,42,0,3,0,0
2021-06-13,33,25,0,8,0,0
2021-06-14,49,41,0,8,0,0
2021-06-15,43,36,0,7,0,0
2021-06-16,62,51,0,11,0,0
2021-06-17,41,35,0,6,0,0
2021-06-18,45,39,0,6,0,0
2021-06-19,30,27,0,3,0,0
2021-06-20,43,31,0,12,0,0
2021-06-21,46,42,0,4,0,0
2021-06-22,60,54,0,6,0,0
2021-06-23,36,30,0,6,0,0
2021-06-24,54,49,0,5,0,0
2021-06-25,61,56,0,5,0,0
2021-06-26,62,53,0,9,0,0
2021-06-27,57,45,0,12,0,0
2021-06-28,88,73,0,15,0,0
2021-06-29,79,72,0,7,0,0
2021-06-30,90,67,0,23,0,0
2021-07-01,100,83,0,17,0,0
2021-07-02,96,76,0,20,0,0
2021-07-03,83,70,0,13,0,0
2021-07-04,87,73,0,14,0,0
2021-07-05,149,115,0,34,0,0
2021-07-06,168,129,0,39,0,0
2021-07-07,198,148,0,50,0,0
2021-07-08,205,162,0,43,0,0
2021-07-09,227,190,0,37,0,0
2021-07-10,243,193,0,50,0,0
2021-07-11,219,156,0,63,0,0
2021-07-12,409,290,0,119,0,0
2021-07-13,433,314,0,119,0,0
2021-07-14,479,345,0,134,0,0
2021-07-15,470,351,0,119,0,0
2021-07-16,459,335,0,124,0,0
2021-07-17,456,327,0,129,0,0
2021-07-18,500,375,0,125,0,0
2021-07-19,673,490,0,183,0,0
2021-07-20,636,463,0,173,0,0
2021-07-21,582,438,0,144,0,0
2021-07-22,586,480,0,106,0,0
2021-07-23,524,405,0,119,0,0
2021-07-24,516,419,0,97,0,0
2021-07-25,423,345,0,78,0,0
2021-07-26,571,475,0,96,0,0
2021-07-27,579,464,0,115,0,0
2021-07-28,463,376,0,87,0,0
2021-07-29,416,338,0,78,0,0
2021-07-30,454,367,0,87,0,0
2021-07-31,445,369,0,76,0,0
2021-08-01,420,345,0,75,0,0
2021-08-02,471,391,0,80,0,0
2021-08-03,489,406,0,83,0,0
2021-08-04,462,388,0,74,0,0
2021-08-05,447,389,0,58,0,0
2021-08-06,396,355,0,41,0,0
2021-08-07,396,339,0,57,0,0
2021-08-08,357,312,0,45,0,0
2021-08-09,388,333,0,55,0,0
2021-08-10,362,316,0,46,0,0
2021-08-11,307,267,0,40,0,0
2021-08-12,320,279,0,41,0,0
2021-08-13,271,242,0,29,0,0
2021-08-14,249,218,0,31,0,0
2021-08-15,224,194,0,30,0,0
2021-08-16,277,244,0,33,0,0
2021-08-17,264,218,0,46,0,0
2021-08-18,298,251,0,47,0,0
2021-08-19,292,243,0,49,0,0
2021-08-20,266,224,0,42,0,0
2021-08-21,229,203,0,26,0,0
2021-08-22,204,176,0,28,0,0
2021-08-23,238,197,0,41,0,0
2021-08-24,235,192,0,43,0,0
2021-08-25,199,166,0,33,0,0
2021-08-26,175,150,0,25,0,0
2021-08-27,164,145,0,19,0,0
2021-08-28,141,121,0,20,0,0
2021-08-29,127,116,0,11,0,0
2021-08-30,135,115,0,20,0,0
2021-08-31,101,87,0,14,0,0
2021-09-01,106,91,0,15,0,0
2021-09-02,100,89,0,11,0,0
2021-09-03,90,83,0,7,0,0
2021-09-04,83,73,0,10,0,0
2021-09-05,60,50,0,10,0,0
2021-09-06,69,65,0,4,0,0
2021-09-07,65,53,0,12,0,0
2021-09-08,81,67,0,14,0,0
2021-09-09,49,41,0,8,0,0
2021-09-10,40,29,0,11,0,0
2021-09-11,35,32,0,3,0,0
2021-09-12,21,19,0,2,0,0
2021-09-13,37,31,0,6,0,0
2021-09-14,21,18,0,3,0,0
2021-09-15,27,21,0,6,0,0
2021-09-16,20,19,0,1,0,0
2021-09-17,16,14,0,2,0,0
2021-09-18,38,33,0,5,0,0
2021-09-19,17,12,0,5,0,0
2021-09-20,19,16,0,3,0,0
2021-09-21,21,15,0,6,0,0
2021-09-22,15,12,0,3,0,0
2021-09-23,12,10,0,2,0,0
2021-09-24,15,12,0,3,0,0
2021-09-25,9,8,0,1,0,0
2021-09-26,6,6,0,0,0,0
2021-09-27,11,9,0,2,0,0
2021-09-28,9,7,0,2,0,0
2021-09-29,15,14,0,1,0,0
2021-09-30,15,15,0,0,0,0
2021-10-01,17,15,0,2,0,0
2021-10-02,10,10,0,0,0,0
2021-10-03,17,14,0,3,0,0
2021-10-04,9,9,0,0,0,0
2021-10-05,16,16,0,0,0,0
2021-10-06,16,15,0,1,0,0
2021-10-07,8,6,0,2,0,0
2021-10-08,20,20,0,0,0,0
2021-10-09,7,7,0,0,0,0
2021-10-10,6,5,0,1,0,0
2021-10-11,19,17,0,2,0,0
2021-10-12,8,7,0,1,0,0
2021-10-13,7,5,0,2,0,0
2021-10-14,7,6,0,1,0,0
2021-10-15,7,7,0,0,0,0
2021-10-16,9,7,0,2,0,0
2021-10-17,5,5,0,0,0,0
2021-10-18,14,9,0,5,0,0
2021-10-19,10,9,0,1,0,0
2021-10-20,15,13,0,2,0,0
2021-10-21,14,13,0,1,0,0
2021-10-22,8,8,0,0,0,0
2021-10-23,19,19,0,0,0,0
2021-10-24,13,11,0,2,0,0
2021-10-25,22,20,0,2,0,0
2021-10-26,13,10,0,3,0,0
2021-10-27,19,16,0,3,0,0
2021-10-28,12,11,0,1,0,0
2021-10-29,14,12,0,2,0,0
2021-10-30,14,11,0,3,0,0
2021-10-31,15,9,0,6,0,0
2021-11-01,44,41,0,3,0,0
2021-11-02,34,30,0,4,0,0
2021-11-03,33,30,0,3,0,0
2021-11-04,39,36,0,3,0,0
2021-11-05,32,29,0,3,0,0
2021-11-06,28,24,0,4,0,0
2021-11-07,40,36,0,4,0,0
2021-11-08,39,34,0,5,0,0
2021-11-09,31,28,0,3,0,0
2021-11-10,48,43,0,5,0,0
2021-11-11,40,32,0,8,0,0
2021-11-12,49,39,0,10,0,0
2021-11-13,36,28,0,8,0,0
2021-11-14,61,54,0,7,0,0
2021-11-15,68,51,0,17,0,0
2021-11-16,60,53,0,7,0,0
2021-11-17,94,82,0,12,0,0
2021-11-18,94,82,0,12,0,0
2021-11-19,64,59,0,5,0,0
2021-11-20,84,67,0,17,0,0
2021-11-21,101,90,0,11,0,0
2021-11-22,118,91,0,27,0,0
2021-11-23,138,120,0,18,0,0
2021-11-24,145,130,0,15,0,0
2021-11-25,121,106,0,15,0,0
2021-11-26,117,105,0,12,0,0
2021-11-27,129,108,0,21,0,0
2021-11-28,166,142,0,24,0,0
2021-11-29,192,164,0,28,0,0
2021-11-30,189,166,0,23,0,0
2021-12-01,199,174,0,25,0,0
2021-12-02,217,200,0,17,0,0
2021-12-03,150,130,0,20,0,0
2021-12-04,199,183,0,16,0,0
2021-12-05,192,157,0,35,0,0
2021-12-06,170,148,0,22,0,0
2021-12-07,296,263,0,33,0,0
2021-12-08,261,217,0,44,0,0
2021-12-09,238,204,0,34,0,0
2021-12-10,266,242,0,24,0,0
2021-12-11,223,186,0,37,0,0
2021-12-12,376,316,0,60,0,0
2021-12-13,391,331,0,60,0,0
2021-12-14,424,353,0,71,0,0
2021-12-15,456,373,0,83,0,0
2021-12-16,375,327,0,48,0,0
2021-12-17,436,373,0,63,0,0
2021-12-18,512,411,0,101,0,0
2021-12-19,723,510,0,213,0,0
2021-12-20,880,568,0,311,0,1
2021-12-21,1235,879,0,356,0,0
2021-12-22,1351,975,0,374,0,2
2021-12-23,1146,903,0,243,0,0
2021-12-24,1253,912,0,339,0,2
2021-12-25,1417,971,0,442,0,4
2021-12-26,2098,1224,0,766,0,108
2021-12-27,2883,1770,0,1069,0,44
2021-12-28,2826,1819,0,990,0,17
