ID,NOME,CASOS_14_DIAS,NIVEL_14_DIAS,CASOS_7_DIAS,NIVEL_7_DIAS,COR
"34121515066","PINO (O)","Número de novos casos diagnosticados no concello: 127.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 61.","Incidencia acumulada para o concello: >250.","0"
"34121515067","POBRA DO CARAMIÑAL A","Número de novos casos diagnosticados no concello: 295.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 153.","Incidencia acumulada para o concello: >250.","0"
"34121515068","PONTECESO","Número de novos casos diagnosticados no concello: 103.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 38.","Incidencia acumulada para o concello: >250.","0"
"34121515069","PONTEDEUME","Número de novos casos diagnosticados no concello: 174.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 72.","Incidencia acumulada para o concello: >250.","0"
"34121515070","PONTES DE GARCIA RODRIGUEZ (AS)","Número de novos casos diagnosticados no concello: 293.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 104.","Incidencia acumulada para o concello: >250.","0"
"34121515071","PORTO DO SON","Número de novos casos diagnosticados no concello: 253.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 148.","Incidencia acumulada para o concello: >250.","0"
"34121515072","RIANXO","Número de novos casos diagnosticados no concello: 294.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 152.","Incidencia acumulada para o concello: >250.","0"
"34121515073","RIBEIRA","Número de novos casos diagnosticados no concello: 1.037.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 517.","Incidencia acumulada para o concello: >250.","0"
"34121515074","ROIS","Número de novos casos diagnosticados no concello: 90.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 52.","Incidencia acumulada para o concello: >250.","0"
"34121515075","SADA","Número de novos casos diagnosticados no concello: 380.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 182.","Incidencia acumulada para o concello: >250.","0"
"34121515076","SAN SADURNIÑO","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >250.","0"
"34121515077","SANTA COMBA","Número de novos casos diagnosticados no concello: 311.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 132.","Incidencia acumulada para o concello: >250.","0"
"34121515078","SANTIAGO DE COMPOSTELA","Número de novos casos diagnosticados no concello: 3.187.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 1.484.","Incidencia acumulada para o concello: >250.","0"
"34121515079","SANTISO","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515080","SOBRADO","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34121515081","SOMOZAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515082","TEO","Número de novos casos diagnosticados no concello: 580.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 267.","Incidencia acumulada para o concello: >250.","0"
"34121515083","TOQUES","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515084","TORDOIA","Número de novos casos diagnosticados no concello: 53.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >250.","0"
"34121515085","TOURO","Número de novos casos diagnosticados no concello: 49.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >250.","0"
"34121515086","TRAZO","Número de novos casos diagnosticados no concello: 47.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 24.","Incidencia acumulada para o concello: >250.","0"
"34121515087","VALDOVIÑO","Número de novos casos diagnosticados no concello: 123.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 45.","Incidencia acumulada para o concello: >250.","0"
"34121515088","VAL DO DUBRA","Número de novos casos diagnosticados no concello: 79.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 43.","Incidencia acumulada para o concello: >250.","0"
"34121515089","VEDRA","Número de novos casos diagnosticados no concello: 118.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 50.","Incidencia acumulada para o concello: >250.","0"
"34121515090","VILASANTAR","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515091","VILARMAIOR","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515092","VIMIANZO","Número de novos casos diagnosticados no concello: 95.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 48.","Incidencia acumulada para o concello: >250.","0"
"34121515093","ZAS","Número de novos casos diagnosticados no concello: 80.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 36.","Incidencia acumulada para o concello: >250.","0"
"34121515901","CARIÑO","Número de novos casos diagnosticados no concello: 35.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >250.","0"
"34121515902","OZA-CESURAS","Número de novos casos diagnosticados no concello: 100.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 52.","Incidencia acumulada para o concello: >250.","0"
"34122727001","ABADIN","Número de novos casos diagnosticados no concello: 49.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 28.","Incidencia acumulada para o concello: >250.","0"
"34122727002","ALFOZ","Número de novos casos diagnosticados no concello: 39.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727003","ANTAS DE ULLA","Número de novos casos diagnosticados no concello: 38.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727004","BALEIRA","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727005","BARREIROS","Número de novos casos diagnosticados no concello: 57.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >250.","0"
"34122727006","BECERREA","Número de novos casos diagnosticados no concello: 62.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 25.","Incidencia acumulada para o concello: >250.","0"
"34122727007","BEGONTE","Número de novos casos diagnosticados no concello: 32.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727008","BOVEDA","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727009","CARBALLEDO","Número de novos casos diagnosticados no concello: 59.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >250.","0"
"34122727010","CASTRO DE REI","Número de novos casos diagnosticados no concello: 137.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 86.","Incidencia acumulada para o concello: >250.","0"
"34122727011","CASTROVERDE","Número de novos casos diagnosticados no concello: 44.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >250.","0"
"34122727012","CERVANTES","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727013","CERVO","Número de novos casos diagnosticados no concello: 108.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >250.","0"
"34122727014","CORGO (O)","Número de novos casos diagnosticados no concello: 52.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >250.","0"
"34122727015","COSPEITO","Número de novos casos diagnosticados no concello: 103.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 44.","Incidencia acumulada para o concello: >250.","0"
"34122727016","CHANTADA","Número de novos casos diagnosticados no concello: 321.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 175.","Incidencia acumulada para o concello: >250.","0"
"34122727017","FOLGOSO DO COUREL","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >250.","0"
"34122727018","FONSAGRADA (A)","Número de novos casos diagnosticados no concello: 65.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >250.","0"
"34122727019","FOZ","Número de novos casos diagnosticados no concello: 243.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 87.","Incidencia acumulada para o concello: >250.","0"
"34122727020","FRIOL","Número de novos casos diagnosticados no concello: 37.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >250.","0"
"34122727021","XERMADE","Número de novos casos diagnosticados no concello: 30.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727022","GUITIRIZ","Número de novos casos diagnosticados no concello: 66.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 35.","Incidencia acumulada para o concello: >250.","0"
"34122727023","GUNTIN","Número de novos casos diagnosticados no concello: 44.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >250.","0"
"34122727024","INCIO (O)","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >250.","0"
"34122727025","XOVE","Número de novos casos diagnosticados no concello: 79.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 33.","Incidencia acumulada para o concello: >250.","0"
"34122727026","LANCARA","Número de novos casos diagnosticados no concello: 62.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >250.","0"
"34122727027","LOURENZA","Número de novos casos diagnosticados no concello: 37.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >250.","0"
"34122727028","LUGO","Número de novos casos diagnosticados no concello: 2.487.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 1.157.","Incidencia acumulada para o concello: >250.","0"
"34122727029","MEIRA","Número de novos casos diagnosticados no concello: 68.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 28.","Incidencia acumulada para o concello: >250.","0"
"34122727030","MONDOÑEDO","Número de novos casos diagnosticados no concello: 85.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >250.","0"
"34122727031","MONFORTE DE LEMOS","Número de novos casos diagnosticados no concello: 518.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 240.","Incidencia acumulada para o concello: >250.","0"
"34122727032","MONTERROSO","Número de novos casos diagnosticados no concello: 84.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 48.","Incidencia acumulada para o concello: >250.","0"
"34122727033","MURAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727034","NAVIA DE SUARNA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727035","NEGUEIRA DE MUÑIZ","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727037","NOGAIS (AS)","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727038","OUROL","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727039","OUTEIRO DE REI","Número de novos casos diagnosticados no concello: 78.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 31.","Incidencia acumulada para o concello: >250.","0"
"34122727040","PALAS DE REI","Número de novos casos diagnosticados no concello: 48.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >250.","0"
"34122727041","PANTON","Número de novos casos diagnosticados no concello: 30.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >250.","0"
"34122727042","PARADELA","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727043","PARAMO (O)","Número de novos casos diagnosticados no concello: 32.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >250.","0"
"34122727044","PASTORIZA (A)","Número de novos casos diagnosticados no concello: 69.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 27.","Incidencia acumulada para o concello: >250.","0"
"34122727045","PEDRAFITA DO CEBREIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727046","POL","Número de novos casos diagnosticados no concello: 31.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >250.","0"
"34122727047","POBRA DO BROLLON (A)","Número de novos casos diagnosticados no concello: 37.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >250.","0"
"34122727048","PONTENOVA (A)","Número de novos casos diagnosticados no concello: 68.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34122727049","PORTOMARIN","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727050","QUIROGA","Número de novos casos diagnosticados no concello: 51.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >250.","0"
"34122727051","RIBADEO","Número de novos casos diagnosticados no concello: 161.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 61.","Incidencia acumulada para o concello: >250.","0"
