ID,NOME,CASOS_14_DIAS,NIVEL_14_DIAS,CASOS_7_DIAS,NIVEL_7_DIAS,COR
"34121515015","CABANAS","Número de novos casos diagnosticados no concello: 38.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34121515016","CAMARIÑAS","Número de novos casos diagnosticados no concello: 66.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >250.","0"
"34121515017","CAMBRE","Número de novos casos diagnosticados no concello: 435.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 177.","Incidencia acumulada para o concello: >250.","0"
"34121515018","CAPELA (A)","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515019","CARBALLO","Número de novos casos diagnosticados no concello: 489.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 174.","Incidencia acumulada para o concello: >250.","0"
"34121515020","CARNOTA","Número de novos casos diagnosticados no concello: 45.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 27.","Incidencia acumulada para o concello: >250.","0"
"34121515021","CARRAL","Número de novos casos diagnosticados no concello: 107.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 41.","Incidencia acumulada para o concello: >250.","0"
"34121515022","CEDEIRA","Número de novos casos diagnosticados no concello: 115.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 70.","Incidencia acumulada para o concello: >250.","0"
"34121515023","CEE","Número de novos casos diagnosticados no concello: 105.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 36.","Incidencia acumulada para o concello: >250.","0"
"34121515024","CERCEDA","Número de novos casos diagnosticados no concello: 53.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >250.","0"
"34121515025","CERDIDO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34121515027","COIROS","Número de novos casos diagnosticados no concello: 22.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515028","CORCUBION","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515029","CORISTANCO","Número de novos casos diagnosticados no concello: 63.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 33.","Incidencia acumulada para o concello: >250.","0"
"34121515030","CORUÑA (A)","Número de novos casos diagnosticados no concello: 4.240.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 1.644.","Incidencia acumulada para o concello: >250.","0"
"34121515031","CULLEREDO","Número de novos casos diagnosticados no concello: 739.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 265.","Incidencia acumulada para o concello: >250.","0"
"34121515032","CURTIS","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515033","DODRO","Número de novos casos diagnosticados no concello: 53.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >250.","0"
"34121515034","DUMBRIA","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515035","FENE","Número de novos casos diagnosticados no concello: 127.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 29.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515036","FERROL","Número de novos casos diagnosticados no concello: 832.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 331.","Incidencia acumulada para o concello: >250.","0"
"34121515037","FISTERRA","Número de novos casos diagnosticados no concello: 56.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34121515038","FRADES","Número de novos casos diagnosticados no concello: 28.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515039","IRIXOA","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515040","LAXE","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >250.","0"
"34121515041","LARACHA","Número de novos casos diagnosticados no concello: 155.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 65.","Incidencia acumulada para o concello: >250.","0"
"34121515042","LOUSAME","Número de novos casos diagnosticados no concello: 47.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >250.","0"
"34121515043","MALPICA DE BERGANTIÑOS","Número de novos casos diagnosticados no concello: 63.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 22.","Incidencia acumulada para o concello: >250.","0"
"34121515044","MAÑON","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515045","MAZARICOS","Número de novos casos diagnosticados no concello: 47.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34121515046","MELIDE","Número de novos casos diagnosticados no concello: 124.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 74.","Incidencia acumulada para o concello: >250.","0"
"34121515047","MESIA","Número de novos casos diagnosticados no concello: 24.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515048","MIÑO","Número de novos casos diagnosticados no concello: 81.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >250.","0"
"34121515049","MOECHE","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515050","MONFERO","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515051","MUGARDOS","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >250.","0"
"34121515052","MUXIA","Número de novos casos diagnosticados no concello: 62.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >250.","0"
"34121515053","MUROS","Número de novos casos diagnosticados no concello: 158.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 73.","Incidencia acumulada para o concello: >250.","0"
"34121515054","NARON","Número de novos casos diagnosticados no concello: 524.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 231.","Incidencia acumulada para o concello: >250.","0"
"34121515055","NEDA","Número de novos casos diagnosticados no concello: 41.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34121515056","NEGREIRA","Número de novos casos diagnosticados no concello: 102.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >250.","0"
"34121515057","NOIA","Número de novos casos diagnosticados no concello: 275.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 121.","Incidencia acumulada para o concello: >250.","0"
"34121515058","OLEIROS","Número de novos casos diagnosticados no concello: 859.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 305.","Incidencia acumulada para o concello: >250.","0"
"34121515059","ORDES","Número de novos casos diagnosticados no concello: 160.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 57.","Incidencia acumulada para o concello: >250.","0"
"34121515060","OROSO","Número de novos casos diagnosticados no concello: 202.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 75.","Incidencia acumulada para o concello: >250.","0"
"34121515061","ORTIGUEIRA","Número de novos casos diagnosticados no concello: 36.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >250.","0"
"34121515062","OUTES","Número de novos casos diagnosticados no concello: 109.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >250.","0"
"34121515064","PADERNE","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515065","PADRON","Número de novos casos diagnosticados no concello: 115.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 42.","Incidencia acumulada para o concello: >250.","0"
"34121515066","PINO (O)","Número de novos casos diagnosticados no concello: 82.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >250.","0"
"34121515067","POBRA DO CARAMIÑAL A","Número de novos casos diagnosticados no concello: 189.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 56.","Incidencia acumulada para o concello: >250.","0"
"34121515068","PONTECESO","Número de novos casos diagnosticados no concello: 50.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >250.","0"
"34121515069","PONTEDEUME","Número de novos casos diagnosticados no concello: 112.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 57.","Incidencia acumulada para o concello: >250.","0"
"34121515070","PONTES DE GARCIA RODRIGUEZ (AS)","Número de novos casos diagnosticados no concello: 150.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 55.","Incidencia acumulada para o concello: >250.","0"
"34121515071","PORTO DO SON","Número de novos casos diagnosticados no concello: 228.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 104.","Incidencia acumulada para o concello: >250.","0"
"34121515072","RIANXO","Número de novos casos diagnosticados no concello: 193.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 55.","Incidencia acumulada para o concello: >250.","0"
"34121515073","RIBEIRA","Número de novos casos diagnosticados no concello: 636.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 229.","Incidencia acumulada para o concello: >250.","0"
"34121515074","ROIS","Número de novos casos diagnosticados no concello: 61.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >250.","0"
"34121515075","SADA","Número de novos casos diagnosticados no concello: 245.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 98.","Incidencia acumulada para o concello: >250.","0"
"34121515076","SAN SADURNIÑO","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >250.","0"
"34121515077","SANTA COMBA","Número de novos casos diagnosticados no concello: 174.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 60.","Incidencia acumulada para o concello: >250.","0"
"34121515078","SANTIAGO DE COMPOSTELA","Número de novos casos diagnosticados no concello: 1.893.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 719.","Incidencia acumulada para o concello: >250.","0"
"34121515079","SANTISO","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515080","SOBRADO","Número de novos casos diagnosticados no concello: 22.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515081","SOMOZAS","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515082","TEO","Número de novos casos diagnosticados no concello: 319.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 113.","Incidencia acumulada para o concello: >250.","0"
"34121515083","TOQUES","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515084","TORDOIA","Número de novos casos diagnosticados no concello: 35.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >250.","0"
"34121515085","TOURO","Número de novos casos diagnosticados no concello: 43.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >250.","0"
"34121515086","TRAZO","Número de novos casos diagnosticados no concello: 28.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515087","VALDOVIÑO","Número de novos casos diagnosticados no concello: 53.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515088","VAL DO DUBRA","Número de novos casos diagnosticados no concello: 54.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >250.","0"
"34121515089","VEDRA","Número de novos casos diagnosticados no concello: 77.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >250.","0"
"34121515090","VILASANTAR","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34121515091","VILARMAIOR","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34121515092","VIMIANZO","Número de novos casos diagnosticados no concello: 98.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 43.","Incidencia acumulada para o concello: >250.","0"
"34121515093","ZAS","Número de novos casos diagnosticados no concello: 52.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >250.","0"
"34121515901","CARIÑO","Número de novos casos diagnosticados no concello: 27.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >250.","0"
"34121515902","OZA-CESURAS","Número de novos casos diagnosticados no concello: 63.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 22.","Incidencia acumulada para o concello: >250.","0"
"34122727001","ABADIN","Número de novos casos diagnosticados no concello: 31.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727002","ALFOZ","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >250.","0"
"34122727003","ANTAS DE ULLA","Número de novos casos diagnosticados no concello: 28.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727004","BALEIRA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727005","BARREIROS","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727006","BECERREA","Número de novos casos diagnosticados no concello: 24.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727007","BEGONTE","Número de novos casos diagnosticados no concello: 29.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >250.","0"
"34122727008","BOVEDA","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727009","CARBALLEDO","Número de novos casos diagnosticados no concello: 22.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727010","CASTRO DE REI","Número de novos casos diagnosticados no concello: 128.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 48.","Incidencia acumulada para o concello: >250.","0"
"34122727011","CASTROVERDE","Número de novos casos diagnosticados no concello: 27.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >250.","0"
"34122727012","CERVANTES","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >250.","0"
"34122727013","CERVO","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727014","CORGO (O)","Número de novos casos diagnosticados no concello: 41.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34122727015","COSPEITO","Número de novos casos diagnosticados no concello: 52.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34122727016","CHANTADA","Número de novos casos diagnosticados no concello: 179.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 67.","Incidencia acumulada para o concello: >250.","0"
"34122727017","FOLGOSO DO COUREL","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727018","FONSAGRADA (A)","Número de novos casos diagnosticados no concello: 50.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >250.","0"
"34122727019","FOZ","Número de novos casos diagnosticados no concello: 114.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 44.","Incidencia acumulada para o concello: >250.","0"
"34122727020","FRIOL","Número de novos casos diagnosticados no concello: 25.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727021","XERMADE","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727022","GUITIRIZ","Número de novos casos diagnosticados no concello: 36.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727023","GUNTIN","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727024","INCIO (O)","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727025","XOVE","Número de novos casos diagnosticados no concello: 47.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >250.","0"
"34122727026","LANCARA","Número de novos casos diagnosticados no concello: 31.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >250.","0"
"34122727027","LOURENZA","Número de novos casos diagnosticados no concello: 24.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727028","LUGO","Número de novos casos diagnosticados no concello: 1.855.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 825.","Incidencia acumulada para o concello: >250.","0"
"34122727029","MEIRA","Número de novos casos diagnosticados no concello: 39.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >250.","0"
"34122727030","MONDOÑEDO","Número de novos casos diagnosticados no concello: 31.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >250.","0"
"34122727031","MONFORTE DE LEMOS","Número de novos casos diagnosticados no concello: 324.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 105.","Incidencia acumulada para o concello: >250.","0"
"34122727032","MONTERROSO","Número de novos casos diagnosticados no concello: 66.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >250.","0"
"34122727033","MURAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727034","NAVIA DE SUARNA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727035","NEGUEIRA DE MUÑIZ","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727037","NOGAIS (AS)","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727038","OUROL","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727039","OUTEIRO DE REI","Número de novos casos diagnosticados no concello: 46.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >250.","0"
"34122727040","PALAS DE REI","Número de novos casos diagnosticados no concello: 27.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >250.","0"
"34122727041","PANTON","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727042","PARADELA","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727043","PARAMO (O)","Número de novos casos diagnosticados no concello: 25.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >250.","0"
"34122727044","PASTORIZA (A)","Número de novos casos diagnosticados no concello: 29.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727045","PEDRAFITA DO CEBREIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727046","POL","Número de novos casos diagnosticados no concello: 53.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >250.","0"
"34122727047","POBRA DO BROLLON (A)","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34122727048","PONTENOVA (A)","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727049","PORTOMARIN","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
